1003585646	2006446690	1
1003586083	2006446296	1
1003585817	2006445970	1
1003586153	2006446444	1
1003585706	2006445853	1
1003585765	2006445912	1
1003585953	2006446116	1
1003585733	2006445880	1
1003585921	2006446081	1
1003585974	2006446143	1
1003586158	2006446456	1
1003585741	2006445888	1
1003585771	2006445918	1
1003585707	2006445854	1
1003585789	2006445940	1
1003585964	2006447297	1
1003585723	2006445870	1
1003586155	2006446448	1
1003586166	2006446491	1
1003585649	2006446693	1
1003586136	2006446382	1
1003586073	2006446254	1
1003585870	2006446026	1
1003585857	2006446013	1
1003585704	2006445851	1
1003586144	2006446399	1
1003585676	2006445822	1
1003585996	2006446166	1
1003585937	2006446097	1
1003585658	2006446702	1
1003586050	2006446224	1
1003585747	2006445894	1
1003586111	2006446345	1
1003585772	2006445919	1
1003586013	2006446187	1
1003585700	2006445847	1
1003586057	2006446231	1
1003585835	2006445988	1
1003585882	2006446039	1
1003586009	2006446183	1
1003586079	2006446285	1
1003585895	2006446053	1
1003585698	2006445845	1
1003585756	2006447281	1
1003585846	2006445999	1
1003586085	2006446298	1
1003586018	2006446192	1
1003586161	2006446471	1
1003585787	2006445938	1
1003586140	2006446392	1
1003585920	2006446080	1
1003585844	2006445997	1
1003585990	2006446160	1
1003585777	2006445924	1
1003586023	2006446197	1
1003585769	2006445916	1
1003586058	2006447304	1
1003585717	2006447277	1
1003586169	2006446494	1
1003585931	2006446091	1
1003585673	2006445819	1
1003585983	2006446152	1
1003586015	2006446189	1
1003585803	2006445955	1
1003585807	2006445960	1
1003585993	2006446163	1
1003585962	2006446126	1
1003586132	2006446374	1
1003585692	2006445839	1
1003585666	2006445812	1
1003585925	2006446085	1
1003585782	2006445929	1
1003585685	2006445831	1
1003585908	2006446068	1
1003585883	2006446040	1
1003586141	2006446394	1
1003585918	2006446078	1
1003585935	2006446095	1
1003586025	2006446199	1
1003585752	2006445899	1
1003585903	2006446062	1
1003585865	2006446021	1
1003586129	2006447314	1
1003585901	2006446060	1
1003586172	2006446497	1
1003585988	2006446158	1
1003586117	2006446353	1
1003585794	2006445946	1
1003585909	2006446069	1
1003586148	2006446425	1
1003585793	2006445945	1
1003585987	2006446157	1
1003586139	2006446389	1
1003586089	2006446304	1
1003586163	2006446488	1
1003585728	2006445875	1
1003586103	2006446336	1
1003585891	2006446049	1
1003586017	2006446191	1
1003585644	2006446683	1
1003585832	2006445985	1
1003586115	2006446350	1
1003585915	2006446075	1
1003585725	2006445872	1
1003586105	2006446338	1
1003585686	2006445832	1
1003585697	2006445844	1
1003586075	2006446260	1
1003585711	2006445858	1
1003585661	2006446705	1
1003586028	2006446202	1
1003585843	2006445996	1
1003585641	2006446676	1
1003585705	2006445852	1
1003585884	2006446041	1
1003585797	2006445949	1
1003586164	2006446489	1
1003586016	2006446190	1
1003586077	2006446271	1
1003585814	2006445967	1
1003586047	2006446221	1
1003585681	2006445827	1
1003585820	2006445973	1
1003586146	2006446417	1
1003585804	2006445957	1
1003585708	2006445855	1
1003585905	2006446065	1
1003585949	2006446111	1
1003585714	2006445861	1
1003585841	2006445994	1
1003585858	2006446014	1
1003585683	2006445829	1
1003585778	2006445925	1
1003586080	2006446290	1
1003585760	2006445907	1
1003585900	2006446059	1
1003585773	2006445920	1
1003586043	2006446217	1
1003586048	2006446222	1
1003586088	2006446303	1
1003586110	2006446344	1
1003586061	2006446236	1
1003585861	2006446017	1
1003585734	2006445881	1
1003585981	2006446150	1
1003586045	2006446219	1
1003585836	2006445989	1
1003586143	2006446397	1
1003586000	2006446170	1
1003585955	2006447293	1
1003585775	2006445922	1
1003585994	2006446164	1
1003586084	2006446297	1
1003585763	2006445910	1
1003586055	2006446229	1
1003586109	2006446343	1
1003585822	2006445975	1
1003585941	2006446103	1
1003586120	2006446358	1
1003585999	2006446169	1
1003585874	2006446030	1
1003586031	2006446205	1
1003585730	2006447279	1
1003586097	2006446325	1
1003585713	2006445860	1
1003585784	2006445932	1
1003586068	2006446244	1
1003585675	2006445821	1
1003586026	2006446200	1
1003586123	2006446362	1
1003585790	2006445942	1
1003585743	2006445890	1
1003586157	2006446451	1
1003585907	2006446067	1
1003585712	2006445859	1
1003585758	2006445905	1
1003585989	2006446159	1
1003585800	2006445952	1
1003586086	2006446299	1
1003585656	2006446700	1
1003585872	2006446028	1
1003585810	2006445963	1
1003585847	2006446000	1
1003586106	2006446339	1
1003586037	2006446211	1
1003585745	2006445892	1
1003585939	2006446101	1
1003585866	2006446022	1
1003585827	2006445980	1
1003585911	2006446071	1
1003586039	2006446213	1
1003586124	2006446363	1
1003586001	2006446171	1
1003586104	2006446337	1
1003586074	2006446259	1
1003585655	2006446699	1
1003585703	2006445850	1
1003585977	2006446146	1
1003585663	2006445809	1
1003585679	2006445825	1
1003585719	2006445866	1
1003585850	2006446003	1
1003585818	2006445971	1
1003586149	2006446426	1
1003585806	2006445959	1
1003585738	2006445885	1
1003585877	2006446033	1
1003585786	2006445936	1
1003585785	2006445935	1
1003586107	2006446340	1
1003586010	2006446184	1
1003585984	2006446153	1
1003585695	2006445842	1
1003585868	2006446024	1
1003585742	2006445889	1
1003585885	2006446042	1
1003586171	2006446496	1
1003585701	2006445848	1
1003585853	2006446008	1
1003586082	2006446295	1
1003585991	2006446161	1
1003586119	2006446357	1
1003586066	2006446241	1
1003585855	2006446010	1
1003585768	2006445915	1
1003585848	2006446001	1
1003585960	2006446123	1
1003586154	2006446446	1
1003585859	2006446015	1
1003585975	2006446144	1
1003586128	2006446370	1
1003585816	2006445969	1
1003586012	2006446186	1
1003585896	2006447205	1
1003585740	2006445887	1
1003586040	2006446214	1
1003585978	2006446147	1
1003586078	2006446279	1
1003585851	2006446006	1
1003585834	2006445987	1
1003585819	2006445972	1
1003585927	2006446087	1
1003585653	2006446697	1
1003585887	2006446044	1
1003585893	2006446051	1
1003586024	2006446198	1
1003586076	2006446263	1
